Claim_ID,Claim_Amount,Policy_Limit,Claim_Type,Customer_Tenure,Customer_Score,Legal_Cost_Predicted,Litigation_Risk,Churn_Risk,Outcome,Recommended_Action,Actual_Settlement
C100658,94339,63642,Liability,10,0.92,27465,0.19,0.16,Settled,Litigate,32906
C100659,24870,117820,Travel,14,0.04,22238,0.35,0.3,Settled,Mediate,20249
C100660,39578,85160,Medical,13,0.29,10134,0.39,0.09,Lost,Mediate,24635
C100661,77124,37602,Medical,5,0.21,2924,0.1,0.51,Lost,Settle,64616
C100662,31790,108801,Auto,6,0.24,20554,0.55,0.11,Lost,Mediate,19895
C100663,30289,45931,Travel,2,0.91,28478,0.8,0.79,Settled,Settle,22154
C100664,60129,114377,Liability,17,0.47,7506,0.18,0.63,Lost,Settle,50949
C100665,98714,49192,Liability,4,0.47,15650,0.56,0.32,Settled,Mediate,67500
C100666,99246,66542,Home,14,0.76,4395,0.62,0.47,Settled,Mediate,56674
C100667,20485,62520,Home,10,0.15,26604,0.41,0.73,Settled,Settle,16653
C100668,49482,84772,Liability,3,0.49,17310,0.65,0.45,Settled,Mediate,38543
C100669,91188,78762,Liability,3,0.43,10226,0.4,0.15,Settled,Mediate,64437
C100670,9748,70106,Travel,15,0.6,13781,0.48,0.31,Settled,Mediate,5204
C100671,91769,101121,Medical,6,1.0,7515,0.06,0.68,Settled,Settle,76811
C100672,14435,45559,Home,17,0.77,21054,0.64,0.52,Won,Settle,12640
C100673,8709,53742,Medical,12,0.4,5365,0.61,0.52,Lost,Settle,7822
C100674,35355,89669,Travel,11,0.83,18972,0.08,0.69,Won,Settle,30309
C100675,60771,100199,Liability,4,0.17,13410,0.36,0.72,Settled,Settle,44858
C100676,62799,41754,Medical,6,0.03,21522,0.88,0.74,Won,Settle,55108
C100677,18116,23972,Liability,1,0.2,11095,0.41,0.08,Lost,Mediate,13352
C100678,30470,90831,Liability,16,0.34,25047,0.48,0.44,Settled,Mediate,15495
C100679,47344,61873,Auto,15,0.51,22470,0.82,0.6,Settled,Settle,38014
C100680,47918,114661,Medical,17,0.62,12361,0.66,0.61,Settled,Settle,37531
C100681,57224,29903,Medical,8,0.91,10531,0.54,0.49,Settled,Mediate,42019
C100682,44298,23020,Liability,12,0.51,6270,0.73,0.14,Won,Settle,33402
C100683,85219,61755,Travel,10,0.5,24403,0.78,0.64,Lost,Settle,72241
C100684,66629,105956,Auto,15,0.05,11906,0.44,0.58,Settled,Settle,61851
C100685,71040,106988,Liability,9,0.03,18940,0.45,0.08,Won,Mediate,55356
C100686,33016,65648,Home,2,0.55,26406,0.38,0.38,Lost,Mediate,27155
C100687,28960,29516,Home,5,0.44,13279,0.87,0.15,Lost,Settle,27356
C100688,38591,22396,Auto,6,0.84,7452,0.64,0.28,Settled,Mediate,19439
C100689,87848,104082,Travel,7,0.16,29842,0.12,0.02,Lost,Litigate,53707
C100690,72641,39129,Liability,1,0.02,21951,0.78,0.33,Settled,Settle,58345
C100691,41395,21591,Medical,7,0.45,28632,0.46,0.44,Settled,Mediate,33155
C100692,27700,31303,Auto,12,0.24,22283,0.11,0.5,Settled,Litigate,11797
C100693,39620,50561,Travel,16,0.05,8477,0.52,0.53,Settled,Settle,37451
C100694,25559,91719,Medical,16,0.72,25884,0.4,0.67,Won,Settle,21812
C100695,98045,112108,Home,11,0.11,19400,0.8,0.18,Settled,Settle,88082
C100696,98396,119616,Home,4,0.61,8470,0.22,0.11,Settled,Litigate,33730
C100697,66642,106231,Medical,13,0.28,4062,0.75,0.68,Settled,Settle,49705
C100698,81539,27314,Auto,7,0.17,11030,0.52,0.13,Won,Mediate,62413
C100699,26732,39623,Home,4,0.38,28213,0.1,0.78,Settled,Settle,18859
C100700,96362,87675,Liability,15,0.8,22705,0.88,0.68,Won,Settle,87132
C100701,35354,116826,Medical,19,0.39,21880,0.49,0.41,Settled,Mediate,17849
C100702,18843,85082,Medical,9,0.75,3813,0.3,0.79,Settled,Settle,16285
C100703,76726,103624,Home,11,0.13,13671,0.45,0.09,Settled,Mediate,48167
C100704,22640,53130,Auto,8,0.77,24640,0.78,0.25,Settled,Settle,19309
C100705,57528,71756,Liability,1,0.24,16308,0.31,0.51,Settled,Settle,50279
C100706,43413,117624,Auto,8,0.68,28027,0.21,0.29,Settled,Litigate,20457
C100707,57638,46292,Travel,13,0.57,4313,0.16,0.74,Lost,Settle,41902
C100708,57736,106206,Travel,4,0.93,11706,0.3,0.06,Won,Mediate,30275
C100709,73866,89274,Home,8,0.39,19615,0.71,0.44,Settled,Settle,62581
C100710,24087,22469,Home,3,0.07,11837,0.45,0.48,Settled,Mediate,16432
C100711,46430,73947,Home,9,0.02,7831,0.24,0.53,Lost,Settle,41116
C100712,29504,42534,Travel,2,0.83,21383,0.19,0.21,Settled,Litigate,16370
C100713,12114,83620,Auto,2,0.52,21824,0.33,0.3,Settled,Mediate,7848
C100714,83859,68874,Auto,13,0.78,6056,0.85,0.68,Won,Settle,67047
C100715,15975,69708,Home,15,0.23,2305,0.34,0.16,Won,Mediate,8135
C100716,16023,94553,Liability,12,0.35,16347,0.89,0.66,Settled,Settle,12560
C100717,26447,88344,Auto,4,0.03,28299,0.46,0.45,Settled,Mediate,22257
C100718,95469,69138,Travel,8,0.96,3689,0.2,0.61,Settled,Settle,87677
C100719,28959,74302,Medical,9,0.67,28093,0.81,0.57,Won,Settle,22655
C100720,71203,67638,Medical,5,0.93,5917,0.44,0.17,Settled,Mediate,50249
C100721,34703,98249,Medical,18,0.27,25464,0.65,0.46,Settled,Mediate,27642
C100722,14337,22719,Liability,11,0.61,26995,0.89,0.7,Settled,Settle,11617
C100723,51427,42890,Home,15,0.68,4936,0.09,0.35,Settled,Litigate,15889
C100724,66529,97236,Travel,9,0.32,5862,0.13,0.77,Lost,Settle,47809
C100725,89665,56509,Liability,17,0.85,16506,0.66,0.37,Won,Mediate,60850
C100726,36921,62534,Travel,12,0.95,16318,0.29,0.12,Won,Litigate,28972
C100727,38307,112241,Travel,7,0.88,17300,0.21,0.32,Settled,Litigate,24769
C100728,32355,38787,Home,10,0.74,28026,0.08,0.76,Settled,Settle,23222
C100729,9835,68845,Medical,10,0.28,29672,0.07,0.26,Settled,Litigate,3881
C100730,25159,77932,Home,13,0.28,7649,0.71,0.7,Settled,Settle,22462
C100731,52605,112124,Liability,19,0.96,21645,0.16,0.71,Lost,Settle,47889
C100732,43088,111659,Liability,11,0.01,27740,0.45,0.29,Settled,Mediate,30859
C100733,83752,53062,Liability,13,0.72,28445,0.57,0.08,Settled,Mediate,60766
C100734,60284,95713,Home,8,0.71,20203,0.41,0.58,Settled,Settle,42625
C100735,62043,107263,Travel,8,0.62,29281,0.07,0.26,Won,Litigate,44315
C100736,40547,115756,Travel,4,0.99,17674,0.72,0.63,Settled,Settle,36373
C100737,87844,80461,Auto,15,0.31,19726,0.06,0.36,Settled,Litigate,37730
C100738,32532,95418,Liability,11,0.34,7560,0.7,0.39,Settled,Mediate,24335
C100739,39349,86672,Travel,11,0.08,17451,0.81,0.62,Lost,Settle,29657
C100740,50445,54832,Auto,1,0.44,20610,0.42,0.31,Settled,Mediate,25934
C100741,10713,51966,Travel,17,0.26,3079,0.51,0.36,Lost,Mediate,6110
C100742,61178,92545,Liability,15,0.34,15983,0.46,0.31,Won,Mediate,34413
C100743,54407,32987,Medical,6,0.83,22590,0.38,0.3,Settled,Mediate,33635
C100744,75340,57311,Liability,15,0.94,24664,0.8,0.43,Won,Settle,60619
C100745,55990,51575,Home,9,0.19,17327,0.81,0.65,Settled,Settle,46311
C100746,80672,83852,Travel,14,0.37,14755,0.34,0.3,Lost,Mediate,53797
C100747,70545,21007,Travel,18,0.93,29355,0.57,0.42,Settled,Mediate,41955
C100748,89791,90981,Home,17,0.06,29104,0.84,0.54,Settled,Settle,63508
C100749,63141,96242,Home,18,0.09,9235,0.87,0.22,Settled,Settle,53750
C100750,28793,67517,Medical,5,0.16,19197,0.48,0.23,Settled,Mediate,18384
C100751,61570,49257,Travel,9,0.6,23473,0.43,0.75,Lost,Settle,47696
C100752,42892,107272,Travel,11,0.15,4031,0.29,0.58,Settled,Settle,39320
C100753,6015,62207,Medical,1,0.97,10514,0.87,0.47,Won,Settle,5333
C100754,66813,33281,Auto,18,0.45,29545,0.17,0.52,Settled,Settle,61096
C100755,32712,81246,Medical,6,0.5,11095,0.54,0.03,Lost,Mediate,22023
C100756,13415,21435,Liability,2,0.25,28117,0.29,0.5,Settled,Litigate,4902
C100757,67292,118875,Travel,15,0.47,16287,0.29,0.41,Settled,Litigate,43612
C100758,28833,111357,Home,14,0.66,7911,0.39,0.44,Settled,Mediate,16496
C100759,9158,46660,Liability,5,0.75,13695,0.9,0.29,Won,Settle,7420
C100760,67680,25084,Travel,6,0.75,21037,0.1,0.07,Settled,Litigate,22503
C100761,25309,102197,Medical,6,0.58,29052,0.54,0.16,Settled,Mediate,19965
C100762,11970,33507,Liability,18,0.9,5340,0.12,0.76,Settled,Settle,8755
C100763,77474,92595,Travel,14,0.82,9876,0.18,0.33,Won,Litigate,58225
C100764,91704,103807,Auto,10,0.76,17896,0.42,0.38,Settled,Mediate,73590
C100765,51540,65539,Auto,14,0.06,14435,0.48,0.05,Settled,Mediate,34150
C100766,25384,27491,Home,13,0.01,3141,0.27,0.04,Settled,Litigate,17062
C100767,23017,70192,Travel,3,0.21,27425,0.32,0.58,Lost,Settle,19676
C100768,80880,100395,Auto,6,0.66,26942,0.12,0.44,Lost,Litigate,56740
C100769,13702,83888,Medical,8,0.41,21281,0.31,0.41,Settled,Mediate,8921
C100770,5384,93609,Travel,12,0.4,11281,0.87,0.2,Settled,Settle,4826
C100771,5404,29077,Medical,13,0.88,22425,0.85,0.6,Settled,Settle,4407
C100772,45943,40953,Medical,11,0.9,4038,0.33,0.14,Settled,Mediate,38102
C100773,52926,96919,Auto,12,0.91,29436,0.54,0.16,Settled,Mediate,35472
C100774,34189,87889,Travel,1,0.31,6270,0.82,0.37,Won,Settle,27886
C100775,17763,43821,Liability,17,0.69,12046,0.06,0.24,Settled,Litigate,12301
C100776,23384,57567,Auto,16,0.27,6683,0.74,0.21,Lost,Settle,21171
C100777,65100,44860,Auto,11,0.19,18878,0.86,0.52,Settled,Settle,54594
C100778,14860,41195,Travel,13,0.18,9116,0.13,0.52,Won,Settle,11069
C100779,85642,97475,Travel,18,0.34,29758,0.19,0.66,Settled,Settle,69964
C100780,55612,110874,Medical,11,0.43,3784,0.87,0.34,Settled,Settle,52387
C100781,28574,107266,Travel,12,0.83,21894,0.51,0.07,Settled,Mediate,21817
C100782,28524,41427,Medical,6,0.12,5786,0.06,0.23,Settled,Litigate,20126
C100783,74172,47083,Auto,9,0.73,23650,0.27,0.78,Settled,Settle,52529
C100784,15916,107046,Home,16,0.53,11190,0.43,0.48,Won,Mediate,10564
C100785,9809,77372,Liability,4,0.29,7428,0.64,0.57,Lost,Settle,8451
C100786,37201,64064,Auto,3,0.49,8681,0.67,0.02,Settled,Mediate,29407
C100787,58330,27813,Travel,16,0.3,8893,0.9,0.42,Settled,Settle,41549
C100788,18456,51598,Liability,12,0.6,14661,0.29,0.04,Settled,Litigate,13403
C100789,61397,113106,Home,11,0.43,16892,0.51,0.46,Settled,Mediate,42483
C100790,43765,47082,Home,5,0.16,11643,0.5,0.74,Settled,Settle,32794
C100791,39816,49241,Medical,18,0.12,11943,0.39,0.78,Won,Settle,31029
C100792,50106,116214,Liability,19,0.55,12472,0.19,0.44,Lost,Litigate,22094
C100793,58932,64569,Medical,6,0.9,14992,0.88,0.37,Lost,Settle,49073
C100794,22100,31745,Auto,18,0.34,23042,0.78,0.76,Settled,Settle,15755
C100795,62091,46029,Liability,6,0.73,25466,0.47,0.54,Lost,Settle,45924
C100796,26949,33025,Auto,4,0.66,13126,0.56,0.06,Won,Mediate,21139
C100797,75080,34288,Medical,12,0.93,8869,0.24,0.38,Settled,Litigate,27501
C100798,42744,109186,Liability,19,0.82,25991,0.51,0.2,Settled,Mediate,24863
C100799,50543,26540,Medical,2,0.57,9669,0.64,0.38,Won,Mediate,33291
C100800,97193,117768,Liability,17,0.66,13538,0.49,0.37,Settled,Mediate,66187
C100801,41187,101958,Medical,11,0.9,12065,0.89,0.47,Settled,Settle,36693
C100802,12239,88878,Home,11,0.4,24603,0.57,0.29,Settled,Mediate,8035
C100803,19489,61846,Medical,16,0.33,22918,0.37,0.14,Settled,Mediate,15132
C100804,63017,95932,Home,2,0.01,24363,0.71,0.41,Settled,Settle,53853
C100805,66877,37482,Medical,2,0.83,12171,0.19,0.67,Lost,Settle,48704
C100806,48125,43411,Liability,8,0.8,27274,0.38,0.53,Won,Settle,35568
C100807,54922,70975,Liability,13,0.1,19696,0.34,0.28,Won,Mediate,35861
C100808,99074,80545,Liability,10,0.58,4962,0.42,0.75,Settled,Settle,79182
C100809,37049,98797,Travel,8,0.46,15851,0.71,0.73,Won,Settle,32821
C100810,42131,72307,Auto,4,0.12,21322,0.46,0.18,Settled,Mediate,29628
C100811,47944,23093,Liability,15,0.98,14979,0.72,0.04,Settled,Settle,38212
C100812,78963,97258,Home,1,0.21,28876,0.54,0.6,Settled,Settle,58645
C100813,29285,42042,Liability,11,0.07,21581,0.34,0.66,Settled,Settle,22160
C100814,42626,72930,Travel,7,0.59,7296,0.74,0.77,Settled,Settle,35971
C100815,47808,64413,Home,17,0.74,25588,0.25,0.71,Settled,Settle,38526
C100816,93464,113623,Travel,18,0.03,16745,0.24,0.48,Settled,Litigate,52102
C100817,58871,117883,Home,12,0.66,7730,0.48,0.43,Settled,Mediate,32952
C100818,24198,53756,Medical,9,0.53,15921,0.27,0.03,Lost,Litigate,15279
C100819,24758,73268,Auto,5,0.1,2126,0.06,0.2,Settled,Litigate,17980
C100820,20254,59214,Auto,10,0.17,7602,0.6,0.37,Won,Mediate,11955
C100821,49238,101871,Travel,4,0.57,19575,0.48,0.51,Settled,Settle,40516
C100822,6252,48602,Auto,5,0.3,21023,0.43,0.45,Settled,Mediate,5260
C100823,44764,73331,Travel,10,0.94,14581,0.87,0.6,Lost,Settle,35064
C100824,82709,68901,Travel,11,0.82,17997,0.54,0.23,Settled,Mediate,58579
C100825,42441,119986,Travel,10,0.98,19750,0.78,0.46,Settled,Settle,30665
C100826,97234,83416,Auto,8,0.26,11211,0.17,0.08,Won,Litigate,58632
C100827,58682,52196,Travel,2,0.97,24837,0.53,0.34,Settled,Mediate,31181
C100828,64494,25626,Auto,8,0.43,16997,0.79,0.6,Won,Settle,60612
C100829,86317,27424,Travel,16,0.35,8671,0.55,0.56,Settled,Settle,75865
C100830,70215,32857,Liability,5,0.05,25067,0.66,0.79,Settled,Settle,62985
C100831,83587,39982,Travel,3,0.05,14271,0.37,0.23,Settled,Mediate,62392
C100832,11949,96961,Home,12,0.69,22923,0.13,0.4,Settled,Litigate,7108
C100833,60393,21980,Travel,13,0.46,10876,0.44,0.27,Lost,Mediate,39706
C100834,78553,68290,Medical,13,0.23,4887,0.39,0.36,Won,Mediate,62876
C100835,11941,46431,Travel,10,0.61,11654,0.79,0.69,Settled,Settle,11215
C100836,30934,104976,Home,4,0.25,6086,0.26,0.55,Settled,Settle,25513
C100837,28386,102711,Home,9,0.58,20645,0.87,0.71,Won,Settle,26480
C100838,66886,46385,Auto,2,0.36,6180,0.86,0.17,Settled,Settle,56574
C100839,80745,58158,Liability,19,0.82,4841,0.26,0.7,Settled,Settle,67389
C100840,88251,43019,Travel,1,0.82,28343,0.35,0.06,Settled,Mediate,58163
C100841,99456,38639,Auto,7,0.48,8040,0.81,0.71,Settled,Settle,74822
C100842,58413,105530,Liability,17,0.35,21944,0.87,0.27,Won,Settle,40943
C100843,61800,119911,Travel,3,0.36,12304,0.43,0.26,Lost,Mediate,36123
C100844,47318,41563,Medical,3,0.81,6758,0.32,0.41,Settled,Mediate,32100
C100845,75173,59341,Travel,3,0.33,19010,0.5,0.75,Settled,Settle,59761
C100846,75390,25776,Home,17,0.21,29990,0.63,0.05,Settled,Mediate,49528
C100847,57329,56444,Home,7,0.08,18234,0.28,0.29,Settled,Litigate,45308
C100848,48088,88916,Medical,14,0.47,7014,0.68,0.69,Settled,Settle,37872
C100849,44811,28711,Auto,17,0.48,3375,0.09,0.32,Won,Litigate,23574
C100850,60479,94318,Liability,18,0.84,3181,0.09,0.17,Settled,Litigate,22181
C100851,90392,102970,Travel,13,0.22,24092,0.38,0.35,Settled,Mediate,46713
C100852,92369,105553,Home,18,0.38,2490,0.35,0.31,Settled,Mediate,71252
C100853,24963,50707,Auto,4,0.81,5729,0.32,0.73,Settled,Settle,21035
C100854,60123,59110,Medical,1,0.82,7974,0.47,0.61,Settled,Settle,53520
C100855,97705,81788,Home,18,0.38,21918,0.32,0.41,Won,Mediate,53977
C100856,78477,102879,Medical,1,0.46,21680,0.21,0.79,Settled,Settle,66152
C100857,19388,58827,Travel,13,0.3,20324,0.31,0.38,Won,Mediate,11415
C100858,10569,25655,Liability,10,0.93,23398,0.88,0.06,Settled,Settle,8000
C100859,74836,64859,Home,11,0.12,3882,0.4,0.22,Settled,Mediate,37719
C100860,41586,73625,Home,9,0.93,23292,0.43,0.35,Settled,Mediate,22690
C100861,17015,72098,Travel,9,0.68,4987,0.54,0.13,Settled,Mediate,10349
C100862,50002,35251,Auto,5,0.53,7585,0.89,0.76,Settled,Settle,36462
C100863,11254,20526,Liability,1,0.03,5159,0.26,0.62,Settled,Settle,10651
C100864,22144,88760,Home,17,0.48,6530,0.63,0.22,Won,Mediate,13464
C100865,29214,67837,Liability,2,0.41,19065,0.66,0.48,Won,Mediate,15939
C100866,85719,31536,Home,13,0.16,23638,0.57,0.58,Settled,Settle,64269
C100867,76774,48541,Liability,9,0.66,3073,0.13,0.75,Settled,Settle,65021
C100868,11090,99083,Medical,4,0.97,15743,0.63,0.71,Settled,Settle,7940
C100869,16637,71027,Home,5,0.56,20771,0.1,0.42,Settled,Litigate,12165
C100870,27415,54531,Liability,11,0.71,28970,0.56,0.62,Settled,Settle,25780
C100871,29071,28712,Auto,19,0.07,4693,0.68,0.45,Lost,Mediate,17046
C100872,63243,85455,Medical,3,0.42,11562,0.23,0.45,Settled,Litigate,33205
C100873,46240,94744,Medical,12,0.12,6340,0.77,0.1,Settled,Settle,32623
C100874,88807,25109,Auto,19,0.61,4156,0.08,0.11,Settled,Litigate,55091
C100875,38434,69268,Liability,19,0.94,18184,0.77,0.43,Settled,Settle,30881
C100876,74724,74615,Travel,13,0.66,9966,0.44,0.22,Won,Mediate,44424
C100877,80697,102503,Auto,7,0.08,4580,0.23,0.03,Settled,Litigate,32554
C100878,33732,49759,Liability,15,0.35,9257,0.16,0.58,Settled,Settle,29127
C100879,16314,105708,Auto,7,0.55,4159,0.86,0.04,Won,Settle,13117
C100880,28954,80112,Auto,8,0.4,18172,0.11,0.48,Settled,Litigate,11287
C100881,62108,46589,Home,5,0.83,15900,0.22,0.44,Won,Litigate,40031
C100882,92044,50015,Liability,14,0.81,13440,0.35,0.78,Settled,Settle,77433
C100883,92505,49009,Travel,4,0.61,16678,0.58,0.39,Settled,Mediate,74053
C100884,41668,103309,Home,10,0.37,16436,0.51,0.06,Won,Mediate,22547
C100885,28061,82046,Auto,15,0.26,14021,0.16,0.45,Settled,Litigate,19441
C100886,84252,46143,Auto,18,0.11,8772,0.3,0.67,Settled,Settle,73162
C100887,44749,26154,Auto,13,0.35,3627,0.25,0.8,Settled,Settle,32610
C100888,21907,41804,Liability,8,0.41,13664,0.23,0.35,Settled,Litigate,14182
C100889,23777,61688,Liability,9,0.68,10219,0.4,0.26,Won,Mediate,15563
C100890,98229,84288,Home,16,0.66,25464,0.65,0.73,Lost,Settle,91966
C100891,56745,71195,Travel,19,0.07,20369,0.23,0.16,Lost,Litigate,21041
C100892,96865,40581,Home,16,0.4,11713,0.36,0.5,Won,Mediate,70226
C100893,86818,72648,Medical,7,0.18,10488,0.38,0.33,Settled,Mediate,55015
C100894,28624,50087,Auto,14,0.16,4181,0.88,0.04,Settled,Settle,26883
C100895,28321,69930,Auto,14,0.83,13594,0.86,0.28,Settled,Settle,22161
C100896,15488,52981,Auto,4,0.04,20680,0.73,0.22,Settled,Settle,14567
C100897,27574,89298,Home,15,0.42,9164,0.26,0.55,Settled,Settle,25516
C100898,10240,66167,Home,3,0.17,20981,0.11,0.76,Lost,Settle,7860
C100899,48221,95304,Auto,5,0.88,2901,0.32,0.22,Settled,Mediate,37672
C100900,15478,63408,Home,1,0.56,24444,0.28,0.65,Settled,Settle,14687
C100901,60645,59499,Liability,3,0.23,11290,0.48,0.05,Settled,Mediate,35685
C100902,24262,72269,Liability,15,0.5,20061,0.71,0.44,Won,Settle,19632
C100903,57796,58559,Home,8,0.73,4881,0.78,0.07,Won,Settle,47973
C100904,9432,94319,Auto,4,0.96,15058,0.77,0.75,Won,Settle,7297
C100905,69291,115317,Home,2,0.22,7622,0.36,0.62,Settled,Settle,48768
C100906,84104,116347,Home,10,0.89,26436,0.63,0.53,Won,Settle,63501
C100907,64399,68787,Home,4,0.93,3378,0.32,0.66,Settled,Settle,49618
C100908,84714,55488,Medical,3,0.92,19632,0.1,0.52,Lost,Settle,68694
C100909,55428,94441,Liability,2,0.64,7650,0.65,0.78,Settled,Settle,41170
C100910,92731,94663,Travel,17,0.63,14433,0.06,0.57,Settled,Settle,85156
C100911,5302,42431,Travel,13,0.4,24463,0.4,0.74,Settled,Settle,4645
C100912,87558,81681,Medical,5,0.75,11456,0.33,0.42,Won,Mediate,46389
C100913,5055,83483,Home,9,0.53,28483,0.64,0.1,Settled,Mediate,3677
C100914,13717,69153,Medical,6,0.68,9036,0.7,0.43,Lost,Mediate,9996
C100915,33699,26368,Medical,5,0.43,8487,0.31,0.11,Settled,Mediate,28127
C100916,78686,47424,Auto,10,0.73,19442,0.74,0.48,Settled,Settle,55139
C100917,72661,65004,Liability,8,0.82,29325,0.3,0.39,Settled,Mediate,42635
C100918,49247,103869,Travel,7,0.15,20432,0.43,0.5,Settled,Mediate,40615
C100919,21748,108652,Home,7,0.83,24499,0.67,0.02,Settled,Mediate,17969
C100920,9621,76985,Travel,6,0.54,6248,0.64,0.16,Settled,Mediate,7236
C100921,20034,70069,Travel,3,0.84,20860,0.89,0.4,Won,Settle,17859
C100922,10126,72326,Liability,19,0.43,6603,0.24,0.76,Settled,Settle,7319
C100923,10122,101061,Travel,15,0.38,29773,0.61,0.31,Lost,Mediate,6881
C100924,23030,43398,Travel,4,0.92,21937,0.57,0.35,Settled,Mediate,13381
C100925,87838,118393,Medical,12,0.25,14632,0.83,0.57,Won,Settle,65466
C100926,89717,70861,Liability,6,0.84,28337,0.18,0.49,Settled,Litigate,63264
C100927,60658,95897,Auto,19,0.48,2220,0.69,0.25,Settled,Mediate,33195
C100928,43638,101905,Home,4,0.51,16226,0.53,0.33,Settled,Mediate,28976
C100929,72067,88577,Travel,15,0.31,6818,0.28,0.18,Settled,Litigate,55440
C100930,93869,85641,Home,9,0.57,25576,0.45,0.77,Lost,Settle,70069
C100931,39674,29078,Auto,5,0.33,23007,0.33,0.11,Settled,Mediate,33417
C100932,40854,45003,Home,13,0.04,9349,0.54,0.3,Settled,Mediate,34644
C100933,51271,82768,Auto,18,0.27,7618,0.81,0.03,Lost,Settle,43011
C100934,78688,71047,Medical,5,0.01,29464,0.53,0.19,Settled,Mediate,44029
C100935,43518,91626,Travel,16,0.98,11856,0.59,0.63,Won,Settle,33901
C100936,15267,77660,Auto,19,0.97,25593,0.49,0.17,Settled,Mediate,9901
C100937,95825,69786,Home,14,0.4,6576,0.09,0.07,Won,Litigate,43567
C100938,6062,21925,Travel,16,0.73,29553,0.25,0.38,Settled,Litigate,2669
C100939,55448,103976,Medical,15,0.35,20255,0.47,0.02,Settled,Mediate,46591
C100940,11229,46015,Travel,4,0.67,26299,0.31,0.08,Settled,Mediate,6217
C100941,61793,53320,Auto,7,0.81,17207,0.2,0.65,Lost,Settle,54583
C100942,52915,84881,Medical,16,0.95,3462,0.48,0.62,Settled,Settle,37045
C100943,9632,110827,Home,8,0.4,23905,0.32,0.73,Settled,Settle,8178
C100944,8596,46289,Medical,17,0.78,17905,0.27,0.69,Won,Settle,7985
C100945,11168,23389,Medical,16,0.27,26920,0.44,0.55,Lost,Settle,8621
C100946,12561,45683,Liability,10,0.99,18252,0.16,0.05,Won,Litigate,4933
C100947,78794,33629,Medical,10,0.03,10236,0.84,0.63,Lost,Settle,67992
C100948,87152,81550,Medical,2,0.6,9813,0.79,0.68,Settled,Settle,76532
C100949,31734,44826,Travel,9,0.66,4068,0.65,0.64,Settled,Settle,27672
C100950,11371,46630,Home,17,0.69,7753,0.14,0.41,Won,Litigate,5226
C100951,31069,118762,Travel,11,0.12,9237,0.71,0.19,Won,Settle,23707
C100952,84905,66163,Travel,10,0.94,16175,0.74,0.68,Settled,Settle,79724
C100953,17910,118511,Auto,17,0.18,25400,0.7,0.58,Settled,Settle,16671
C100954,78479,86435,Travel,4,0.62,8191,0.15,0.78,Won,Settle,63907
C100955,82735,31653,Liability,16,0.22,19898,0.6,0.13,Settled,Mediate,65870
C100956,86264,47961,Liability,15,0.31,20982,0.76,0.19,Settled,Settle,70139
C100957,28275,101941,Auto,5,0.55,16622,0.54,0.18,Settled,Mediate,18337
C100958,77274,94137,Home,6,0.42,3001,0.6,0.64,Settled,Settle,57120
C100959,86449,53662,Home,17,0.16,19417,0.44,0.16,Won,Mediate,56126
C100960,65004,118818,Travel,1,0.17,16877,0.5,0.06,Settled,Mediate,44728
C100961,67981,76446,Travel,19,0.42,12232,0.08,0.8,Won,Settle,47969
C100962,89659,41288,Travel,4,0.76,25283,0.59,0.03,Settled,Mediate,58766
C100963,59553,115081,Home,17,0.9,26849,0.12,0.67,Settled,Settle,53320
C100964,53447,56877,Medical,9,0.08,23435,0.42,0.3,Won,Mediate,39444
C100965,39529,35313,Liability,2,0.39,29223,0.3,0.67,Settled,Settle,33947
C100966,80703,100885,Medical,8,0.1,28355,0.51,0.45,Settled,Mediate,66042
C100967,81090,92715,Medical,15,0.02,6476,0.16,0.72,Settled,Settle,57128
C100968,22260,30326,Home,7,0.66,18862,0.64,0.74,Settled,Settle,18681
C100969,8812,21560,Medical,6,0.6,2515,0.73,0.02,Settled,Settle,7902
C100970,33024,99148,Auto,1,0.16,14478,0.19,0.07,Won,Litigate,18845
C100971,63656,103186,Travel,15,0.23,3191,0.14,0.21,Won,Litigate,29405
C100972,32285,46745,Auto,7,0.02,12860,0.17,0.54,Won,Settle,23699
C100973,97436,51890,Liability,17,0.83,15448,0.8,0.71,Settled,Settle,89825
C100974,6605,40022,Travel,2,0.97,8297,0.5,0.37,Settled,Mediate,4390
C100975,76158,72579,Medical,9,0.14,27987,0.45,0.49,Settled,Mediate,61485
C100976,77303,90316,Liability,9,0.23,29856,0.14,0.16,Settled,Litigate,45834
C100977,32139,103847,Travel,13,0.87,18655,0.6,0.65,Settled,Settle,27914
C100978,82149,48380,Medical,6,0.93,10334,0.79,0.77,Settled,Settle,74021
C100979,61138,22356,Auto,6,0.42,26162,0.75,0.22,Lost,Settle,52871
C100980,81125,90326,Travel,3,0.05,8008,0.58,0.4,Settled,Mediate,51864
C100981,18918,112447,Medical,17,0.04,9987,0.11,0.08,Settled,Litigate,10533
C100982,90655,109899,Auto,17,0.57,5332,0.15,0.45,Won,Litigate,63596
C100983,32446,40049,Liability,12,0.39,2787,0.09,0.41,Settled,Litigate,15795
C100984,18046,95717,Liability,16,0.03,8222,0.27,0.12,Won,Litigate,8915
C100985,29818,36082,Liability,15,0.58,11873,0.17,0.36,Won,Litigate,10372
C100986,9324,20661,Liability,13,0.01,19006,0.27,0.27,Lost,Litigate,7060
C100987,81323,57412,Home,1,0.79,22225,0.38,0.42,Settled,Mediate,43252
